"index","gender","car","reality","child_num","income_total","income_type","edu_type","family_type","house_type","DAYS_BIRTH","DAYS_EMPLOYED","FLAG_MOBIL","work_phone","phone","email","occyp_type","family_size","begin_month","credit"
17903,"F","Y","Y",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17840,-1993,1,0,1,1,"High skill tech staff",2,-28,"bad"
17904,"M","N","Y",0,90900,"Pensioner","Secondary / secondary special","Married","House / apartment",-22233,365243,1,0,1,0,"",2,-23,"bad"
17905,"F","Y","N",0,315000,"Commercial associate","Higher education","Married","House / apartment",-13557,-586,1,1,1,0,"",2,-13,"bad"
17906,"F","Y","N",0,328500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-12691,-2000,1,0,0,0,"Realty agents",2,-10,"good"
17907,"F","N","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-15839,-1525,1,1,1,0,"Sales staff",2,-29,"bad"
17908,"M","Y","N",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-14400,365243,1,0,1,0,"",2,-43,"good"
17909,"M","Y","N",0,180000,"Working","Secondary / secondary special","Separated","Municipal apartment",-14349,-317,1,0,0,0,"Laborers",1,-58,"good"
17910,"F","N","Y",0,247500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-17158,-6809,1,0,0,0,"Laborers",2,-1,"good"
17911,"M","Y","Y",1,168750,"Commercial associate","Higher education","Married","House / apartment",-17646,-3323,1,0,0,0,"Managers",3,-5,"bad"
17912,"M","N","Y",0,292500,"Commercial associate","Higher education","Single / not married","Rented apartment",-9990,-1221,1,0,1,0,"Sales staff",1,-33,"bad"
17913,"M","Y","Y",0,315000,"Working","Secondary / secondary special","Single / not married","House / apartment",-14064,-5326,1,0,0,0,"Drivers",1,-11,"bad"
17914,"F","N","Y",0,450000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-16920,-9181,1,0,1,1,"Managers",2,-17,"bad"
17915,"M","Y","Y",0,270000,"Working","Secondary / secondary special","Married","House / apartment",-16877,-2468,1,0,0,0,"Core staff",2,-30,"bad"
17916,"F","N","Y",0,90000,"Pensioner","Secondary / secondary special","Married","House / apartment",-24665,365243,1,0,0,0,"",2,-46,"bad"
17917,"F","Y","N",0,112500,"Working","Higher education","Married","With parents",-10475,-1792,1,1,1,0,"Core staff",2,-24,"good"
17918,"F","N","Y",0,126000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-21835,-659,1,0,1,0,"",2,-22,"bad"
17919,"M","N","Y",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-12644,-2811,1,0,0,0,"Laborers",2,-12,"good"
17920,"F","N","Y",0,139500,"State servant","Higher education","Married","House / apartment",-17801,-8479,1,0,0,0,"Managers",2,-16,"bad"
17921,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22361,365243,1,0,0,0,"",2,-30,"bad"
17922,"F","Y","N",2,270000,"State servant","Higher education","Married","House / apartment",-16053,-7369,1,1,1,0,"",4,-53,"bad"
17923,"M","Y","N",1,405000,"Commercial associate","Higher education","Married","House / apartment",-12179,-535,1,0,0,0,"Managers",3,-11,"bad"
17924,"F","N","Y",0,76500,"State servant","Secondary / secondary special","Married","House / apartment",-18686,-6773,1,0,0,0,"",2,-3,"bad"
17925,"M","Y","Y",2,180000,"Working","Secondary / secondary special","Married","House / apartment",-14618,-4979,1,1,0,0,"Laborers",4,-15,"bad"
17926,"F","N","N",2,90000,"Working","Secondary / secondary special","Married","House / apartment",-11863,-96,1,1,0,0,"",4,-25,"good"
17927,"F","N","N",0,90000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-11616,-3029,1,0,0,0,"Laborers",2,-41,"bad"
17928,"F","N","Y",0,67500,"Pensioner","Secondary / secondary special","Married","House / apartment",-20900,365243,1,0,1,0,"",2,-21,"good"
17929,"F","N","N",2,144000,"Working","Secondary / secondary special","Married","House / apartment",-12277,-982,1,1,1,0,"High skill tech staff",4,-6,"bad"
17930,"M","N","N",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-10152,-2585,1,1,0,0,"Laborers",2,-23,"bad"
17931,"F","N","Y",0,162000,"Working","Higher education","Single / not married","House / apartment",-20094,-3488,1,0,0,0,"",1,-52,"bad"
17932,"F","Y","Y",0,225000,"Working","Higher education","Married","House / apartment",-16589,-1497,1,0,0,0,"Core staff",2,-2,"good"
17933,"F","Y","Y",0,162000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-21152,-397,1,0,0,0,"Managers",2,-34,"bad"
17934,"F","N","Y",0,675000,"Commercial associate","Higher education","Married","House / apartment",-19698,-4441,1,0,1,0,"Managers",2,-29,"good"
17935,"F","N","N",0,67500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-22271,365243,1,0,0,0,"",1,-9,"good"
17936,"M","N","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-19785,-1571,1,0,0,0,"Laborers",2,-29,"bad"
17937,"M","N","Y",0,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-12239,-3505,1,0,0,0,"Sales staff",2,-8,"good"
17938,"F","Y","Y",0,360000,"Working","Higher education","Civil marriage","House / apartment",-11452,-2012,1,0,0,0,"",2,-51,"bad"
17939,"M","Y","Y",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-22253,365243,1,0,0,0,"",2,-15,"bad"
17940,"F","Y","N",0,382500,"Working","Higher education","Civil marriage","House / apartment",-11153,-1281,1,1,1,0,"Accountants",2,-60,"bad"
17941,"F","N","Y",1,225000,"Working","Higher education","Married","House / apartment",-13071,-1344,1,0,0,0,"Sales staff",3,-11,"bad"
17942,"F","N","Y",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-20311,-597,1,0,0,0,"Cleaning staff",2,-47,"bad"
17943,"F","N","Y",0,225000,"Commercial associate","Higher education","Single / not married","House / apartment",-17031,-642,1,0,0,0,"Core staff",1,-6,"bad"
17944,"F","N","Y",0,103500,"Working","Secondary / secondary special","Married","House / apartment",-22466,-12870,1,1,1,0,"Managers",2,-40,"bad"
17945,"F","N","Y",0,297000,"Commercial associate","Secondary / secondary special","Single / not married","Rented apartment",-15519,-3234,1,0,0,0,"Laborers",1,-24,"bad"
17946,"M","N","N",2,202500,"Working","Secondary / secondary special","Married","With parents",-10954,-745,1,0,0,0,"Drivers",4,-54,"bad"
17947,"F","N","N",1,126000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-14002,-5557,1,0,0,0,"Laborers",3,-14,"bad"
17948,"M","Y","Y",2,697500,"Commercial associate","Higher education","Separated","House / apartment",-14184,-5295,1,0,0,0,"Sales staff",3,-3,"good"
17949,"F","N","Y",1,180000,"Working","Secondary / secondary special","Married","House / apartment",-10645,-3868,1,1,1,0,"Sales staff",3,-37,"good"
17950,"M","N","N",0,225000,"State servant","Higher education","Single / not married","With parents",-8523,-431,1,0,0,0,"Core staff",1,-4,"bad"
17951,"M","Y","N",0,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-12148,-847,1,1,0,0,"Drivers",2,-15,"bad"
17952,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-24324,365243,1,0,0,0,"",1,-55,"bad"
17953,"F","N","N",0,76500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-13123,-5240,1,0,0,0,"",2,-43,"bad"
17954,"M","Y","Y",1,315000,"Commercial associate","Secondary / secondary special","Married","With parents",-10317,-298,1,0,1,0,"",3,-40,"bad"
17955,"F","Y","N",0,315000,"Commercial associate","Higher education","Married","House / apartment",-13557,-586,1,1,1,0,"",2,-26,"bad"
17956,"M","N","Y",0,360000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-12483,-4039,1,0,0,0,"Managers",2,-47,"bad"
17957,"F","Y","N",0,112500,"Working","Higher education","Married","With parents",-10475,-1792,1,1,1,0,"Core staff",2,-18,"bad"
17958,"F","N","Y",0,157500,"Working","Secondary / secondary special","Civil marriage","Office apartment",-13404,-3908,1,0,1,0,"",2,-54,"bad"
17959,"M","Y","N",0,292500,"Commercial associate","Higher education","Single / not married","House / apartment",-14050,-3680,1,1,1,0,"Laborers",1,-16,"bad"
17960,"M","N","N",0,247500,"Working","Higher education","Civil marriage","House / apartment",-15125,-199,1,0,0,0,"Drivers",2,-33,"bad"
17961,"F","N","Y",1,157500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-15514,-8714,1,0,0,0,"",3,-20,"bad"
17962,"M","N","Y",0,315000,"State servant","Secondary / secondary special","Single / not married","Rented apartment",-12051,-2286,1,0,0,0,"Core staff",1,-16,"bad"
17963,"F","N","Y",0,171000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-23077,-9527,1,1,0,0,"Laborers",2,-15,"bad"
17964,"M","N","Y",1,616500,"Commercial associate","Higher education","Married","House / apartment",-13242,-4239,1,0,0,0,"Managers",3,-24,"bad"
17965,"F","N","N",0,135000,"Commercial associate","Incomplete higher","Single / not married","House / apartment",-17615,-339,1,0,0,0,"Accountants",1,-17,"bad"
17966,"F","Y","Y",0,229500,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-18198,-3018,1,0,0,0,"",2,-11,"bad"
17967,"F","N","Y",0,67500,"Pensioner","Secondary / secondary special","Married","House / apartment",-20900,365243,1,0,1,0,"",2,-8,"good"
17968,"M","N","N",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-21677,-5400,1,0,0,0,"Low-skill Laborers",2,-42,"bad"
17969,"M","N","Y",0,450000,"Commercial associate","Secondary / secondary special","Single / not married","With parents",-10363,-1282,1,0,0,0,"Managers",1,-44,"bad"
17970,"F","Y","Y",0,306000,"Working","Higher education","Married","House / apartment",-13505,-1234,1,0,0,0,"Managers",2,-9,"bad"
17971,"F","N","N",0,135000,"Commercial associate","Incomplete higher","Single / not married","Municipal apartment",-8534,-1707,1,0,0,1,"Laborers",1,-15,"bad"
17972,"M","N","N",0,270000,"Working","Secondary / secondary special","Single / not married","House / apartment",-15213,-1331,1,0,0,0,"Drivers",1,-51,"good"
17973,"M","Y","N",0,58500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22931,365243,1,0,1,0,"",2,-17,"bad"
17974,"M","Y","N",0,157500,"Working","Incomplete higher","Married","With parents",-9124,-960,1,1,0,0,"Drivers",2,-21,"bad"
17975,"F","N","Y",0,211500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-22517,365243,1,0,0,0,"",1,-42,"good"
17976,"F","N","Y",2,202500,"Working","Higher education","Married","House / apartment",-13797,-3259,1,0,1,0,"High skill tech staff",4,-29,"bad"
17977,"M","N","Y",0,67500,"Working","Higher education","Single / not married","House / apartment",-19718,-2052,1,0,1,0,"Laborers",1,-3,"good"
17978,"M","Y","Y",5,202500,"Working","Secondary / secondary special","Married","Co-op apartment",-11384,-2727,1,0,0,0,"Managers",7,-21,"good"
17979,"F","N","N",1,202500,"Commercial associate","Secondary / secondary special","Separated","House / apartment",-10800,-3166,1,0,0,0,"Sales staff",2,-3,"good"
17980,"F","N","N",0,112500,"Pensioner","Secondary / secondary special","Single / not married","Rented apartment",-23532,365243,1,0,1,0,"",1,-17,"good"
17981,"M","N","N",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-10089,-2757,1,1,0,0,"Laborers",3,-38,"bad"
17982,"F","Y","Y",0,292500,"State servant","Higher education","Married","House / apartment",-16317,-2241,1,0,0,0,"",2,-13,"bad"
17983,"F","N","Y",0,252000,"Pensioner","Higher education","Married","House / apartment",-23053,365243,1,0,0,0,"",2,-56,"good"
17984,"F","Y","Y",0,202500,"Working","Higher education","Widow","House / apartment",-11998,-1497,1,0,0,0,"Managers",1,-59,"bad"
17985,"F","Y","Y",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-19906,-5982,1,0,0,0,"Laborers",2,-51,"bad"
17986,"M","Y","Y",1,427500,"Working","Higher education","Married","House / apartment",-15085,-354,1,0,0,0,"Managers",3,-27,"good"
17987,"F","Y","Y",0,135000,"Commercial associate","Higher education","Married","House / apartment",-17162,-1921,1,1,1,1,"Sales staff",2,-28,"good"
17988,"M","Y","N",1,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-9423,-1405,1,0,0,0,"Laborers",3,-22,"bad"
17989,"F","Y","Y",0,144000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-12116,-2714,1,1,1,0,"Drivers",2,-5,"good"
17990,"F","N","Y",0,144000,"Working","Secondary / secondary special","Married","House / apartment",-19975,-10780,1,1,1,0,"Laborers",2,-55,"bad"
17991,"F","N","Y",0,81000,"State servant","Higher education","Widow","House / apartment",-19439,-6712,1,0,0,0,"High skill tech staff",1,-58,"good"
17992,"F","N","Y",0,171000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23153,365243,1,0,1,0,"",2,-53,"good"
17993,"M","N","N",0,121500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-12338,-3283,1,0,0,0,"Drivers",2,-25,"bad"
17994,"F","N","N",1,144000,"Working","Secondary / secondary special","Separated","House / apartment",-12200,-4543,1,0,0,0,"",2,-35,"good"
17995,"F","N","Y",2,126000,"Working","Higher education","Married","House / apartment",-12428,-4900,1,0,1,1,"High skill tech staff",4,-59,"bad"
17996,"M","Y","Y",0,337500,"Working","Secondary / secondary special","Married","House / apartment",-15369,-5618,1,0,0,0,"",2,-7,"bad"
17997,"F","N","Y",0,135000,"Commercial associate","Higher education","Married","House / apartment",-8961,-923,1,1,0,1,"Core staff",2,-20,"good"
17998,"M","Y","Y",1,157500,"Working","Secondary / secondary special","Married","House / apartment",-13867,-3095,1,0,0,0,"Laborers",3,-40,"bad"
17999,"M","N","Y",0,112500,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-9905,-2493,1,0,0,0,"Laborers",2,-10,"bad"
18000,"F","N","N",1,81000,"State servant","Higher education","Married","With parents",-11707,-2317,1,0,0,0,"Core staff",3,-5,"good"
18001,"M","N","Y",0,450000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-23674,-2087,1,0,0,0,"Security staff",2,-24,"good"
18002,"F","N","N",1,135000,"Commercial associate","Secondary / secondary special","Married","With parents",-13689,-1172,1,0,0,0,"Sales staff",3,-11,"bad"
18003,"F","Y","Y",0,202500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-9613,-1085,1,0,0,0,"Core staff",2,-16,"bad"
18004,"F","Y","N",1,225000,"Working","Higher education","Single / not married","With parents",-13861,-5408,1,0,0,0,"Laborers",2,-16,"bad"
18005,"F","N","Y",0,216000,"Working","Secondary / secondary special","Single / not married","House / apartment",-17937,-3054,1,0,0,0,"Medicine staff",1,-28,"good"
18006,"F","N","N",0,180000,"Working","Higher education","Separated","House / apartment",-14127,-2058,1,1,1,1,"Accountants",1,-7,"bad"
18007,"M","N","N",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-11101,-96,1,1,0,0,"Security staff",3,-25,"bad"
18008,"F","Y","Y",0,270000,"State servant","Higher education","Married","House / apartment",-21955,-12455,1,0,0,0,"Core staff",2,-51,"bad"
18009,"F","N","Y",0,247500,"Working","Higher education","Married","House / apartment",-17698,-695,1,0,0,0,"Sales staff",2,-56,"bad"
18010,"F","N","Y",1,45000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15616,-1057,1,1,0,0,"Cleaning staff",3,-19,"bad"
18011,"F","N","Y",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-11088,-1447,1,0,1,0,"Cooking staff",2,-9,"good"
18012,"F","N","Y",0,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17816,-1285,1,0,0,0,"Medicine staff",2,-54,"good"
18013,"M","N","N",2,283500,"Working","Secondary / secondary special","Married","House / apartment",-14557,-2517,1,0,0,0,"High skill tech staff",4,-42,"bad"
18014,"M","N","Y",0,126000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15972,-1051,1,0,0,0,"High skill tech staff",2,-48,"good"
18015,"M","Y","N",1,270000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-15987,-592,1,1,0,0,"Drivers",3,-11,"bad"
18016,"F","N","Y",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-16965,-928,1,0,0,0,"Accountants",2,-28,"bad"
18017,"F","N","Y",0,90000,"Pensioner","Secondary / secondary special","Married","House / apartment",-22123,365243,1,0,0,1,"",2,-47,"good"
18018,"F","Y","Y",0,225000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-21918,365243,1,0,0,1,"",1,-54,"bad"
18019,"F","N","Y",0,292500,"Working","Higher education","Married","House / apartment",-13577,-1266,1,0,1,0,"Accountants",2,-10,"good"
18020,"M","Y","Y",1,450000,"Working","Higher education","Married","House / apartment",-10454,-1496,1,0,1,0,"Managers",3,-35,"good"
18021,"F","Y","Y",0,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-10562,-3109,1,0,0,0,"Accountants",2,-26,"bad"
18022,"F","N","Y",0,81000,"State servant","Higher education","Widow","House / apartment",-19439,-6712,1,0,0,0,"High skill tech staff",1,-43,"good"
18023,"F","Y","N",1,157500,"Working","Secondary / secondary special","Married","House / apartment",-14883,-1010,1,0,0,0,"Sales staff",3,-24,"good"
18024,"M","N","N",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-11101,-96,1,1,0,0,"Security staff",3,-36,"bad"
18025,"M","N","Y",0,180000,"Pensioner","Higher education","Married","House / apartment",-19619,365243,1,0,0,0,"",2,-38,"bad"
18026,"F","N","N",2,76500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-11978,-370,1,0,0,0,"",4,-26,"bad"
18027,"F","N","Y",1,144000,"Working","Higher education","Single / not married","House / apartment",-8247,-1289,1,0,0,0,"Laborers",2,-12,"bad"
18028,"M","N","Y",0,360000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-12483,-4039,1,0,0,0,"Managers",2,-40,"bad"
18029,"F","N","Y",0,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-18620,-1904,1,0,0,0,"Managers",2,-35,"bad"
18030,"F","Y","Y",1,67500,"Working","Secondary / secondary special","Married","House / apartment",-12821,-931,1,0,1,1,"Laborers",3,-36,"bad"
18031,"F","N","N",0,180000,"Working","Secondary / secondary special","Widow","House / apartment",-24376,-4369,1,0,0,0,"",1,-43,"bad"
18032,"F","N","N",0,90000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-23130,365243,1,0,1,0,"",1,-45,"bad"
18033,"F","Y","N",2,180000,"Working","Higher education","Married","House / apartment",-15130,-5422,1,1,1,0,"Accountants",4,-46,"bad"
18034,"F","N","N",0,405000,"Commercial associate","Higher education","Married","House / apartment",-13692,-200,1,0,1,0,"Managers",2,-53,"good"
18035,"M","Y","N",2,213750,"State servant","Higher education","Married","House / apartment",-12569,-3748,1,1,1,0,"Core staff",4,-47,"good"
18036,"M","N","N",1,270000,"Working","Higher education","Married","House / apartment",-10108,-1473,1,1,0,0,"High skill tech staff",3,-9,"bad"
18037,"F","N","Y",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17733,-2362,1,0,0,0,"Security staff",2,-57,"bad"
18038,"M","Y","Y",0,225000,"Commercial associate","Higher education","Single / not married","House / apartment",-11728,-932,1,0,0,1,"",1,-45,"bad"
18039,"F","N","Y",1,112500,"Working","Secondary / secondary special","Married","House / apartment",-14644,-3633,1,0,0,0,"High skill tech staff",3,-34,"bad"
18040,"F","Y","N",0,185400,"Commercial associate","Secondary / secondary special","Married","House / apartment",-14747,-3229,1,0,0,0,"Laborers",2,-49,"good"
18041,"M","Y","Y",0,427500,"State servant","Incomplete higher","Single / not married","Rented apartment",-11943,-3150,1,0,1,0,"High skill tech staff",1,-31,"good"
18042,"M","N","Y",0,180000,"Commercial associate","Secondary / secondary special","Separated","House / apartment",-12494,-978,1,0,0,0,"Laborers",1,-36,"bad"
18043,"F","Y","Y",0,117000,"Working","Secondary / secondary special","Married","Municipal apartment",-17536,-4113,1,0,1,0,"Sales staff",2,-53,"good"
18044,"F","N","Y",2,157500,"Commercial associate","Higher education","Married","House / apartment",-12135,-1216,1,0,0,0,"High skill tech staff",4,-22,"bad"
18045,"F","N","Y",0,90000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-19482,-2878,1,0,0,0,"Laborers",2,-50,"good"
18046,"F","N","Y",0,112500,"Pensioner","Higher education","Married","House / apartment",-22037,365243,1,0,0,0,"",2,-16,"bad"
18047,"F","N","Y",1,112500,"Working","Secondary / secondary special","Married","House / apartment",-11472,-1026,1,0,0,0,"Core staff",3,-35,"good"
18048,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-18666,365243,1,0,1,0,"",2,-14,"good"
18049,"F","N","Y",2,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-14723,-1224,1,0,1,0,"Core staff",4,-36,"bad"
18050,"M","Y","Y",1,180000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-14450,-3243,1,0,0,0,"",3,-42,"good"
18051,"F","N","Y",1,117000,"Working","Higher education","Married","House / apartment",-18989,-551,1,1,0,0,"Cleaning staff",3,-22,"good"
18052,"F","N","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-18179,-2773,1,0,1,0,"Sales staff",2,-35,"bad"
18053,"F","Y","Y",0,157500,"Commercial associate","Secondary / secondary special","Widow","House / apartment",-19487,-3255,1,0,1,0,"Laborers",1,-48,"bad"
18054,"F","Y","Y",0,29250,"Pensioner","Secondary / secondary special","Married","House / apartment",-20086,365243,1,0,0,0,"",2,-24,"good"
18055,"M","Y","Y",0,157500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-9373,-1212,1,0,0,0,"Drivers",2,-10,"bad"
18056,"F","Y","Y",0,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-18654,-533,1,0,0,0,"Medicine staff",2,-31,"bad"
18057,"F","N","N",0,63000,"Commercial associate","Higher education","Married","House / apartment",-14770,-2004,1,0,0,0,"Core staff",2,-24,"bad"
18058,"F","N","Y",2,72000,"Working","Secondary / secondary special","Married","House / apartment",-13985,-2341,1,0,0,0,"Sales staff",4,-28,"good"
18059,"F","N","Y",0,38250,"Pensioner","Higher education","Married","House / apartment",-23379,365243,1,0,1,0,"",2,-37,"bad"
18060,"M","Y","Y",2,180000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-13059,-4813,1,0,0,0,"Laborers",4,-48,"bad"
18061,"F","N","N",0,112500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17892,-470,1,0,1,0,"Sales staff",2,-9,"bad"
18062,"F","N","Y",0,157500,"Working","Secondary / secondary special","Separated","House / apartment",-18148,-8376,1,0,0,0,"",1,-22,"good"
18063,"F","N","N",0,58500,"Working","Secondary / secondary special","Married","House / apartment",-13769,-582,1,0,1,0,"Security staff",2,-3,"good"
18064,"F","Y","Y",1,157500,"Working","Secondary / secondary special","Married","House / apartment",-12500,-5762,1,0,0,0,"Managers",3,-20,"good"
18065,"M","Y","Y",0,360000,"Working","Higher education","Married","House / apartment",-22111,-3854,1,0,0,0,"Managers",2,-43,"bad"
18066,"F","N","N",0,157500,"Working","Secondary / secondary special","Single / not married","House / apartment",-14804,-2754,1,0,0,0,"Laborers",1,-44,"good"
18067,"F","Y","Y",0,180000,"State servant","Secondary / secondary special","Married","House / apartment",-20644,-3873,1,0,0,0,"Medicine staff",2,-48,"bad"
18068,"F","N","N",0,135000,"Commercial associate","Higher education","Married","With parents",-15360,-413,1,0,0,1,"Core staff",2,-5,"bad"
18069,"F","N","Y",0,193500,"Pensioner","Incomplete higher","Widow","House / apartment",-24295,365243,1,0,0,0,"",1,-5,"bad"
18070,"F","N","N",2,202500,"Working","Secondary / secondary special","Married","House / apartment",-13446,-2720,1,0,0,0,"Sales staff",4,-31,"bad"
18071,"M","Y","Y",0,116100,"Working","Secondary / secondary special","Married","House / apartment",-10136,-2441,1,0,0,0,"Laborers",2,-53,"bad"
18072,"F","Y","Y",0,292500,"Working","Higher education","Married","House / apartment",-19156,-4504,1,0,0,0,"",2,-23,"bad"
18073,"F","Y","N",0,180000,"Working","Higher education","Married","House / apartment",-14943,-1650,1,1,0,0,"Core staff",2,-46,"bad"
18074,"F","N","Y",0,180000,"Working","Lower secondary","Widow","House / apartment",-16803,-2227,1,1,1,0,"Cleaning staff",1,-50,"bad"
18075,"F","N","Y",1,81000,"Working","Secondary / secondary special","Married","House / apartment",-15039,-1456,1,0,0,0,"Core staff",3,-23,"good"
18076,"M","N","Y",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-20185,-2589,1,0,0,0,"Security staff",2,-14,"good"
18077,"M","Y","Y",1,247500,"State servant","Secondary / secondary special","Married","House / apartment",-11992,-3579,1,0,0,0,"Managers",3,-30,"bad"
18078,"F","N","Y",0,90000,"Pensioner","Secondary / secondary special","Separated","House / apartment",-20451,365243,1,0,0,0,"",1,-51,"good"
18079,"F","N","Y",0,202500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-17347,-4234,1,0,0,0,"High skill tech staff",2,-5,"bad"
18080,"F","N","Y",1,135000,"Commercial associate","Incomplete higher","Married","House / apartment",-10288,-2616,1,1,1,0,"Managers",3,-36,"good"
18081,"M","Y","Y",1,135000,"Commercial associate","Higher education","Married","House / apartment",-11383,-777,1,1,0,0,"",3,-41,"good"
18082,"F","N","N",0,202500,"Pensioner","Secondary / secondary special","Married","House / apartment",-20116,365243,1,0,1,0,"",2,-9,"bad"
18083,"F","N","Y",0,247500,"Commercial associate","Higher education","Separated","Rented apartment",-17016,-1347,1,0,0,0,"Core staff",1,-11,"good"
18084,"M","Y","Y",0,315000,"Working","Incomplete higher","Married","House / apartment",-15975,-2417,1,0,1,0,"Managers",2,-23,"bad"
18085,"F","Y","N",0,112500,"Working","Secondary / secondary special","Married","Municipal apartment",-17976,-6105,1,0,0,0,"Sales staff",2,-55,"bad"
18086,"F","N","N",0,90000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17551,-2015,1,1,1,0,"Laborers",2,-10,"bad"
18087,"M","Y","N",0,148500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-10986,-3595,1,1,1,0,"Laborers",2,-7,"good"
18088,"F","N","Y",2,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-10186,-2315,1,0,0,0,"Medicine staff",4,-60,"bad"
18089,"F","N","Y",0,328500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-20023,-1894,1,0,0,1,"Managers",2,-16,"bad"
18090,"F","N","Y",0,247500,"State servant","Higher education","Widow","House / apartment",-19955,-6200,1,0,0,0,"",1,-23,"bad"
18091,"M","Y","Y",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-14321,-1537,1,0,0,0,"Drivers",2,-6,"bad"
18092,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-23077,365243,1,0,0,0,"",1,-27,"bad"
18093,"M","Y","Y",0,157500,"State servant","Secondary / secondary special","Married","House / apartment",-15942,-1748,1,0,0,0,"Managers",2,-32,"bad"
18094,"M","Y","Y",2,180000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-13059,-4813,1,0,0,0,"Laborers",4,-8,"good"
18095,"M","Y","Y",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-11226,-2236,1,0,0,0,"Drivers",2,-35,"good"
18096,"F","N","N",0,94500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-23647,365243,1,0,1,0,"",1,-3,"good"
18097,"F","N","Y",0,157500,"Working","Higher education","Single / not married","House / apartment",-22235,-10600,1,0,0,0,"Laborers",1,-30,"good"
18098,"F","Y","N",0,153000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-23679,365243,1,0,1,0,"",1,-7,"good"
