"X","user_seq","rent_date","rent_place","bike_id","return_place","return_date","using_time","dist","user_age","user_type","bill_type","rent_hour","rent_days","rent_wdays","return_hour","return_day","return_wdays","month","region"
1446539,19793020,"2019-03-18 11:49:59","ST-974","19B00700001476","ST-972","2019-03-18 11:52:30",2,570,"AGE_002","USR_001","BIL_002",11,18,2,11,18,2,3,"광진구"
1446689,19793178,"2019-03-18 11:51:19","ST-182","19B008000040B3","ST-132","2019-03-18 11:59:19",7,1050,"AGE_004","USR_001","BIL_005",11,18,2,11,18,2,3,"종로구"
1446758,19793253,"2019-03-18 10:57:34","ST-692","19B0080000411F","ST-1195","2019-03-18 12:02:29",64,10430,"AGE_002","USR_001","BIL_016",10,18,2,12,18,2,3,"동작구"
1446830,19793330,"2019-03-18 11:56:52","ST-827","19B0080000237F","ST-947","2019-03-18 12:06:45",9,2080,"AGE_002","USR_001","BIL_006",11,18,2,12,18,2,3,"성북구"
1446995,19793512,"2019-03-18 11:55:26","ST-1064","19B00700000D4D","ST-1064","2019-03-18 12:15:17",19,1750,"AGE_002","USR_001","BIL_004",11,18,2,12,18,2,3,"강서구"
1447032,19793550,"2019-03-18 12:14:28","ST-972","19B00800003455","ST-974","2019-03-18 12:17:26",2,570,"AGE_002","USR_001","BIL_014",12,18,2,12,18,2,3,"광진구"
1447132,19793657,"2019-03-18 12:19:23","ST-1266","19B00900004C2F","ST-983","2019-03-18 12:22:29",3,620,"AGE_002","USR_001","BIL_004",12,18,2,12,18,2,3,"광진구"
1447156,19793681,"2019-03-18 12:13:04","ST-201","19B00800003631","ST-204","2019-03-18 12:23:13",9,1070,"AGE_003","USR_001","BIL_005",12,18,2,12,18,2,3,"마포구"
1447170,19793698,"2019-03-18 12:06:09","ST-284","19B008000044DF","ST-726","2019-03-18 12:23:47",17,1680,"AGE_002","USR_001","BIL_004",12,18,2,12,18,2,3,"영등포구"
1447349,19793888,"2019-03-18 12:26:26","ST-1435","19B00800002227","ST-181","2019-03-18 12:31:49",5,1330,"AGE_003","USR_001","BIL_005",12,18,2,12,18,2,3,"중구"
1447452,19793997,"2019-03-18 12:30:54","ST-1078","19B007000017AC","ST-908","2019-03-18 12:37:16",6,1000,"AGE_002","USR_001","BIL_004",12,18,2,12,18,2,3,"송파구"
1447521,19794074,"2019-03-18 12:32:10","ST-1377","19B00800001F7F","ST-242","2019-03-18 12:41:06",8,1100,"AGE_002","USR_001","BIL_002",12,18,2,12,18,2,3,"성동구"
1447556,19794111,"2019-03-18 12:28:35","ST-1690","19B0080000384C","ST-111","2019-03-18 12:42:05",13,1650,"AGE_004","USR_001","BIL_014",12,18,2,12,18,2,3,"광진구"
1447680,19794238,"2019-03-18 12:15:15","ST-1721","19B0080000395A","ST-1339","2019-03-18 12:46:28",30,5090,"AGE_002","USR_001","BIL_006",12,18,2,12,18,2,3,"용산구"
1447705,19794265,"2019-03-18 12:18:48","ST-751","19B008000033CC","ST-1154","2019-03-18 12:47:22",25,2980,"AGE_002","USR_001","BIL_014",12,18,2,12,18,2,3,"서초구"
1447729,19794292,"2019-03-18 12:29:45","ST-891","19B00800004220","ST-553","2019-03-18 12:48:28",18,1690,"AGE_004","USR_001","BIL_015",12,18,2,12,18,2,3,"송파구"
1447809,19794374,"2019-03-18 12:43:23","ST-174","19B006000006D7","ST-1606","2019-03-18 12:50:37",6,840,"AGE_002","USR_001","BIL_005",12,18,2,12,18,2,3,"종로구"
1448010,19794585,"2019-03-18 11:43:22","ST-47","19B00800003DF4","ST-47","2019-03-18 12:56:17",72,3870,"AGE_002","USR_001","BIL_015",11,18,2,12,18,2,3,"영등포구"
1448052,19794628,"2019-03-18 12:11:06","ST-890","19B00900004B52","ST-822","2019-03-18 12:57:36",44,6340,"AGE_004","USR_001","BIL_004",12,18,2,12,18,2,3,"서초구"
1448082,19794659,"2019-03-18 12:23:30","ST-307","19B00800003950","ST-307","2019-03-18 12:58:33",34,6300,"AGE_003","USR_001","BIL_014",12,18,2,12,18,2,3,"영등포구"
1448115,19794693,"2019-03-18 12:52:32","ST-22","19B008000025AD","ST-1691","2019-03-18 12:59:32",7,1330,"AGE_003","USR_001","BIL_004",12,18,2,12,18,2,3,"마포구"
1448159,19794741,"2019-03-18 12:54:05","ST-606","19B00700000ECB","ST-866","2019-03-18 13:00:45",6,1010,"AGE_002","USR_001","BIL_005",12,18,2,13,18,2,3,"노원구"
1448202,19794786,"2019-03-18 12:57:52","ST-42","19B0070000091B","ST-37","2019-03-18 13:02:43",4,960,"AGE_002","USR_001","BIL_005",12,18,2,13,18,2,3,"서대문구"
1448241,19794827,"2019-03-18 12:46:32","ST-462","19B00700001465","ST-87","2019-03-18 13:04:14",17,3170,"AGE_004","USR_001","BIL_006",12,18,2,13,18,2,3,"은평구"
1448251,19794838,"2019-03-18 12:51:28","ST-1249","19B00800003623","ST-1249","2019-03-18 13:04:26",12,1160,"AGE_002","USR_001","BIL_008",12,18,2,13,18,2,3,"강서구"
1448313,19794904,"2019-03-18 11:41:12","ST-463","19B0090000487D","ST-33","2019-03-18 13:07:02",85,1620,"AGE_003","USR_001","BIL_014",11,18,2,13,18,2,3,"은평구"
1448338,19794930,"2019-03-18 13:02:27","ST-175","19B009000049E2","ST-1605","2019-03-18 13:08:17",5,1120,"AGE_004","USR_001","BIL_015",13,18,2,13,18,2,3,"종로구"
1448339,19794931,"2019-03-18 12:53:00","ST-89","19B00800002EF9","ST-461","2019-03-18 13:08:19",14,3990,"AGE_002","USR_001","BIL_002",12,18,2,13,18,2,3,"마포구"
1448389,19794981,"2019-03-18 12:52:33","ST-21","19B00800003ED0","ST-28","2019-03-18 13:11:08",18,1790,"AGE_002","USR_001","BIL_004",12,18,2,13,18,2,3,"마포구"
1448866,19795501,"2019-03-18 13:03:17","ST-111","19B008000027B1","ST-377","2019-03-18 13:32:57",27,4060,"AGE_004","USR_001","BIL_014",13,18,2,13,18,2,3,"성동구"
1448892,19795531,"2019-03-18 11:49:08","ST-1496","19B00800003713","ST-51","2019-03-18 13:34:39",105,8520,"AGE_006","USR_001","BIL_015",11,18,2,13,18,2,3,"양천구"
1448894,19795534,"2019-03-18 13:30:08","ST-300","19B00800001E50","ST-688","2019-03-18 13:35:04",4,700,"AGE_002","USR_001","BIL_005",13,18,2,13,18,2,3,"영등포구"
1449114,19795771,"2019-03-18 12:49:44","ST-862","19B00900004A18","ST-1471","2019-03-18 13:43:20",49,4720,"AGE_002","USR_001","BIL_006",12,18,2,13,18,2,3,"강북구"
1449137,19795796,"2019-03-18 13:10:27","ST-5","19B0080000351A","ST-10","2019-03-18 13:44:49",34,2020,"AGE_005","USR_001","BIL_015",13,18,2,13,18,2,3,"마포구"
1449144,19795803,"2019-03-18 12:54:03","ST-204","19B00800003631","ST-201","2019-03-18 13:45:03",50,7970,"AGE_003","USR_001","BIL_005",12,18,2,13,18,2,3,"마포구"
1449162,19795823,"2019-03-18 12:52:23","ST-1285","19B00800002EEE","ST-617","2019-03-18 13:45:42",50,5850,"AGE_002","USR_001","BIL_014",12,18,2,13,18,2,3,"노원구"
1449168,19795830,"2019-03-18 13:32:30","ST-110","19B00900004DC9","ST-96","2019-03-18 13:46:06",13,2070,"AGE_005","USR_001","BIL_005",13,18,2,13,18,2,3,"마포구"
1449217,19795882,"2019-03-18 13:30:34","ST-1499","19B008000037C3","ST-1499","2019-03-18 13:48:00",17,1100,"AGE_004","USR_001","BIL_015",13,18,2,13,18,2,3,"양천구"
1449278,19795951,"2019-03-18 13:43:26","ST-307","19B008000041BF","ST-69","2019-03-18 13:50:06",6,1190,"AGE_002","USR_001","BIL_004",13,18,2,13,18,2,3,"영등포구"
1449323,19796000,"2019-03-18 13:02:22","ST-830","19B00800002947","ST-830","2019-03-18 13:51:52",47,2690,"AGE_005","USR_001","BIL_002",13,18,2,13,18,2,3,"강동구"
1449446,19796127,"2019-03-18 13:05:11","ST-20","19B008000044C2","ST-20","2019-03-18 13:56:38",51,2370,"AGE_003","USR_001","BIL_006",13,18,2,13,18,2,3,"마포구"
1449598,19796289,"2019-03-18 12:24:53","ST-1577","19B00800004258","ST-1160","2019-03-18 14:02:57",97,8560,"AGE_003","USR_001","BIL_012",12,18,2,14,18,2,3,"강남구"
1449600,19796291,"2019-03-18 13:42:25","ST-28","19B008000028DF","ST-9","2019-03-18 14:03:14",20,3110,"AGE_002","USR_001","BIL_002",13,18,2,14,18,2,3,"마포구"
1449711,19796414,"2019-03-18 13:56:44","ST-271","19B0080000265C","ST-269","2019-03-18 14:08:25",10,2180,"AGE_002","USR_001","BIL_002",13,18,2,14,18,2,3,"동대문구"
1449737,19796440,"2019-03-18 13:50:14","ST-503","19B00900004A8A","ST-501","2019-03-18 14:09:56",19,2630,"AGE_002","USR_001","BIL_005",13,18,2,14,18,2,3,"강동구"
1449759,19796463,"2019-03-18 13:23:32","ST-455","19B008000034D1","ST-18","2019-03-18 14:11:01",47,8170,"AGE_002","USR_001","BIL_004",13,18,2,14,18,2,3,"은평구"
1450132,19796873,"2019-03-18 14:08:30","ST-1698","19B00700000E9A","ST-1322","2019-03-18 14:27:24",18,2750,"AGE_002","USR_001","BIL_004",14,18,2,14,18,2,3,"영등포구"
1450182,19796927,"2019-03-18 14:11:33","ST-1054","19B0060000050B","ST-1593","2019-03-18 14:29:32",17,2950,"AGE_004","USR_001","BIL_015",14,18,2,14,18,2,3,"강동구"
1450202,19796950,"2019-03-18 14:15:04","ST-161","19B0090000470A","ST-1631","2019-03-18 14:30:25",14,4680,"AGE_004","USR_001","BIL_014",14,18,2,14,18,2,3,"종로구"
1450299,19797051,"2019-03-18 14:30:15","ST-391","19B00800003215","ST-405","2019-03-18 14:34:28",4,710,"AGE_003","USR_001","BIL_005",14,18,2,14,18,2,3,"동대문구"
1450420,19797177,"2019-03-18 13:56:42","ST-800","19B00800002655","ST-1577","2019-03-18 14:38:59",42,3820,"AGE_002","USR_001","BIL_006",13,18,2,14,18,2,3,"강남구"
1450426,19797183,"2019-03-18 13:59:45","ST-453","19B00800002CBD","ST-1480","2019-03-18 14:39:27",39,8250,"AGE_002","USR_001","BIL_006",13,18,2,14,18,2,3,"은평구"
1450445,19797203,"2019-03-18 14:22:31","ST-104","19B008000035D8","ST-241","2019-03-18 14:40:10",17,2680,"AGE_002","USR_001","BIL_004",14,18,2,14,18,2,3,"성동구"
1450556,19797322,"2019-03-18 14:37:30","ST-537","19B00800003228","ST-1011","2019-03-18 14:44:27",6,1120,"AGE_002","USR_001","BIL_004",14,18,2,14,18,2,3,"강서구"
1450861,19797656,"2019-03-18 14:44:12","ST-273","19B00700001700","ST-175","2019-03-18 14:56:12",11,1560,"AGE_005","USR_001","BIL_014",14,18,2,14,18,2,3,"동대문구"
1450881,19797679,"2019-03-18 14:34:33","ST-1305","19B008000041BC","ST-745","2019-03-18 14:56:48",21,2660,"AGE_001","USR_001","BIL_002",14,18,2,14,18,2,3,"서초구"
1450917,19797719,"2019-03-18 14:52:14","ST-1193","19B00800004085","ST-972","2019-03-18 14:58:13",5,1330,"AGE_002","USR_001","BIL_014",14,18,2,14,18,2,3,"광진구"
1450944,19797747,"2019-03-18 14:34:49","ST-171","19B0070000106E","ST-147","2019-03-18 14:59:03",23,2560,"AGE_002","USR_001","BIL_004",14,18,2,14,18,2,3,"종로구"
1450977,19797783,"2019-03-18 14:30:14","ST-1160","19B00900004E0D","ST-815","2019-03-18 15:00:09",29,3900,"AGE_002","USR_001","BIL_002",14,18,2,15,18,2,3,"서초구"
1451088,19797901,"2019-03-18 13:50:59","ST-23","19B007000013A9","ST-28","2019-03-18 15:04:40",73,2870,"AGE_006","USR_001","BIL_014",13,18,2,15,18,2,3,"마포구"
1451235,19798070,"2019-03-18 14:19:32","ST-820","19B0070000103C","ST-1087","2019-03-18 15:09:56",50,11120,"AGE_003","USR_001","BIL_005",14,18,2,15,18,2,3,"강남구"
1451305,19798146,"2019-03-18 14:12:03","ST-55","19B00900004D4F","ST-204","2019-03-18 15:13:17",61,5840,"AGE_002","USR_001","BIL_008",14,18,2,15,18,2,3,"영등포구"
1451419,19798267,"2019-03-18 14:53:46","ST-964","19B00700000985","ST-607","2019-03-18 15:17:28",23,4010,"AGE_001","USR_001","BIL_006",14,18,2,15,18,2,3,"노원구"
1451496,19798351,"2019-03-18 15:12:00","ST-66","19B00800003BF2","ST-60","2019-03-18 15:20:24",8,1290,"AGE_005","USR_001","BIL_005",15,18,2,15,18,2,3,"영등포구"
1451513,19798369,"2019-03-18 15:16:48","ST-1045","19B00800002FDA","ST-1083","2019-03-18 15:20:53",3,720,"AGE_005","USR_001","BIL_005",15,18,2,15,18,2,3,"강동구"
1451796,19798680,"2019-03-18 15:04:17","ST-1120","19B008000029DC","ST-614","2019-03-18 15:31:57",26,2680,"AGE_003","USR_001","BIL_008",15,18,2,15,18,2,3,"노원구"
1451910,19798803,"2019-03-18 15:20:51","ST-1633","19B008000039E4","ST-564","2019-03-18 15:36:22",15,990,"AGE_002","USR_001","BIL_006",15,18,2,15,18,2,3,"성북구"
1451921,19798814,"2019-03-18 15:16:15","ST-116","19B00800003F95","ST-116","2019-03-18 15:36:39",20,1770,"AGE_002","USR_001","BIL_015",15,18,2,15,18,2,3,"중구"
1451984,19798883,"2019-03-18 15:35:15","ST-1440","19B008000043D2","ST-193","2019-03-18 15:38:34",3,330,"AGE_002","USR_001","BIL_004",15,18,2,15,18,2,3,"중구"
1452018,19798920,"2019-03-18 15:10:35","ST-254","19B00700001091","ST-1047","2019-03-18 15:39:43",28,3800,"AGE_002","USR_001","BIL_006",15,18,2,15,18,2,3,"광진구"
1452077,19798983,"2019-03-18 15:26:45","ST-82","19B00800003650","ST-92","2019-03-18 15:41:34",14,1340,"AGE_002","USR_001","BIL_015",15,18,2,15,18,2,3,"마포구"
1452285,19799205,"2019-03-18 15:37:21","ST-1180","19B00800003977","ST-1174","2019-03-18 15:48:11",10,1330,"AGE_002","USR_001","BIL_002",15,18,2,15,18,2,3,"강남구"
1452315,19799236,"2019-03-18 15:42:32","ST-568","19B0090000473F","ST-575","2019-03-18 15:49:22",6,1240,"AGE_003","USR_001","BIL_004",15,18,2,15,18,2,3,"중랑구"
1452339,19799261,"2019-03-18 15:30:07","ST-342","19B00700000CDB","ST-91","2019-03-18 15:50:02",19,3050,"AGE_003","USR_001","BIL_014",15,18,2,15,18,2,3,"마포구"
1452363,19799285,"2019-03-18 15:30:38","ST-14","19B008000031EB","ST-20","2019-03-18 15:50:54",20,1820,"AGE_002","USR_001","BIL_006",15,18,2,15,18,2,3,"서대문구"
1452525,19799459,"2019-03-18 15:16:17","ST-1194","19B0080000315D","ST-1194","2019-03-18 15:56:35",40,1050,"AGE_002","USR_001","BIL_002",15,18,2,15,18,2,3,"광진구"
1452843,19799803,"2019-03-18 15:55:59","ST-1249","19B00900004C7D","ST-1251","2019-03-18 16:07:18",11,1610,"AGE_003","USR_001","BIL_014",15,18,2,16,18,2,3,"강서구"
1452883,19799846,"2019-03-18 15:20:24","ST-947","19B009000049D7","ST-1455","2019-03-18 16:09:09",46,2490,"AGE_003","USR_001","BIL_002",15,18,2,16,18,2,3,"성북구"
1452905,19799868,"2019-03-18 15:56:07","ST-1712","19B00700000A50","ST-1249","2019-03-18 16:09:42",13,2280,"AGE_002","USR_001","BIL_004",15,18,2,16,18,2,3,"강서구"
1453088,19800068,"2019-03-18 16:09:16","ST-307","19B008000041DE","ST-72","2019-03-18 16:15:46",6,680,"AGE_008","USR_003","BIL_007",16,18,2,16,18,2,3,"영등포구"
1453111,19800096,"2019-03-18 16:10:11","ST-1124","19B007000014D8","ST-1278","2019-03-18 16:16:27",5,820,"AGE_002","USR_001","BIL_004",16,18,2,16,18,2,3,"노원구"
1453149,19800139,"2019-03-18 15:20:02","ST-204","19B00900004D4F","ST-1492","2019-03-18 16:17:40",57,3140,"AGE_002","USR_001","BIL_008",15,18,2,16,18,2,3,"마포구"
1453429,19800440,"2019-03-18 16:15:52","ST-884","19B009000048C0","ST-976","2019-03-18 16:26:51",10,2660,"AGE_002","USR_001","BIL_004",16,18,2,16,18,2,3,"관악구"
1453449,19800460,"2019-03-18 16:09:26","ST-1546","19B0080000414D","ST-1678","2019-03-18 16:27:28",17,3880,"AGE_004","USR_001","BIL_002",16,18,2,16,18,2,3,"관악구"
1453521,19800535,"2019-03-18 16:07:05","ST-673","19B006000000EC","ST-311","2019-03-18 16:29:31",22,3780,"AGE_002","USR_001","BIL_004",16,18,2,16,18,2,3,"구로구"
1453564,19800579,"2019-03-18 15:20:35","ST-311","19B00800001B76","ST-56","2019-03-18 16:30:49",69,10310,"AGE_001","USR_001","BIL_006",15,18,2,16,18,2,3,"양천구"
1453576,19800592,"2019-03-18 16:24:58","ST-28","19B009000047B7","ST-26","2019-03-18 16:31:09",5,840,"AGE_002","USR_001","BIL_004",16,18,2,16,18,2,3,"마포구"
1453670,19800695,"2019-03-18 15:59:16","ST-201","19B008000021B6","ST-24","2019-03-18 16:33:45",33,3680,"AGE_002","USR_001","BIL_001",15,18,2,16,18,2,3,"마포구"
1453675,19800700,"2019-03-18 16:24:04","ST-332","19B008000029F6","ST-1443","2019-03-18 16:33:57",9,1920,"AGE_003","USR_001","BIL_006",16,18,2,16,18,2,3,"용산구"
1453677,19800702,"2019-03-18 16:14:16","ST-118","19B00800003FCA","ST-175","2019-03-18 16:34:02",19,4470,"AGE_001","USR_001","BIL_002",16,18,2,16,18,2,3,"종로구"
1453703,19800729,"2019-03-18 16:31:26","ST-27","19B00800002689","ST-31","2019-03-18 16:34:53",3,610,"AGE_002","USR_001","BIL_004",16,18,2,16,18,2,3,"마포구"
1453998,19801048,"2019-03-18 16:31:45","ST-87","19B0080000425F","ST-35","2019-03-18 16:45:03",13,2110,"AGE_002","USR_001","BIL_016",16,18,2,16,18,2,3,"마포구"
1454232,19801314,"2019-03-18 16:47:04","ST-295","19B008000027A5","ST-287","2019-03-18 16:52:25",5,1060,"AGE_002","USR_001","BIL_004",16,18,2,16,18,2,3,"영등포구"
1454420,19801514,"2019-03-18 16:29:18","ST-334","19B00800002FB5","ST-683","2019-03-18 16:57:51",25,3220,"AGE_002","USR_001","BIL_002",16,18,2,16,18,2,3,"용산구"
1454453,19801551,"2019-03-18 15:16:19","ST-1681","19B0080000347D","ST-1729","2019-03-18 16:58:44",102,12220,"AGE_005","USR_001","BIL_016",15,18,2,16,18,2,3,"송파구"
1454764,19801900,"2019-03-18 17:01:02","ST-424","19B00800003B36","ST-424","2019-03-18 17:07:59",6,660,"AGE_002","USR_001","BIL_014",17,18,2,17,18,2,3,"영등포구"
1454985,19802145,"2019-03-18 16:48:32","ST-1059","19B00800001A47","ST-495","2019-03-18 17:14:59",26,7090,"AGE_003","USR_001","BIL_005",16,18,2,17,18,2,3,"강동구"
1455000,19802160,"2019-03-18 17:06:02","ST-28","19B00800003ED0","ST-203","2019-03-18 17:15:18",8,1240,"AGE_002","USR_001","BIL_004",17,18,2,17,18,2,3,"마포구"
1455143,19802312,"2019-03-18 16:47:57","ST-760","19B00700000846","ST-752","2019-03-18 17:18:32",30,1720,"AGE_002","USR_001","BIL_014",16,18,2,17,18,2,3,"서초구"
1455338,19802525,"2019-03-18 16:56:13","ST-883","19B008000036A6","ST-883","2019-03-18 17:23:15",24,0,"AGE_004","USR_001","BIL_004",16,18,2,17,18,2,3,"관악구"
1455361,19802548,"2019-03-18 17:07:58","ST-1678","19B008000041C4","ST-702","2019-03-18 17:23:51",15,2400,"AGE_004","USR_001","BIL_015",17,18,2,17,18,2,3,"관악구"
1455412,19802608,"2019-03-18 17:22:13","ST-86","19B00800002F2D","ST-91","2019-03-18 17:25:40",3,640,"AGE_005","USR_001","BIL_005",17,18,2,17,18,2,3,"마포구"
1455425,19802622,"2019-03-18 17:16:38","ST-1251","19B00800002D95","ST-1249","2019-03-18 17:25:56",9,1650,"AGE_003","USR_001","BIL_014",17,18,2,17,18,2,3,"강서구"
1455578,19802790,"2019-03-18 17:26:18","ST-295","19B00800001D49","ST-293","2019-03-18 17:29:43",3,610,"AGE_002","USR_001","BIL_004",17,18,2,17,18,2,3,"영등포구"
1455756,19802982,"2019-03-18 15:43:03","ST-542","19B00700000EAF","ST-542","2019-03-18 17:33:38",110,3690,"AGE_002","USR_001","BIL_012",15,18,2,17,18,2,3,"송파구"
1455781,19803011,"2019-03-18 16:49:31","ST-1678","19B00900004610","ST-59","2019-03-18 17:34:18",44,12510,"AGE_003","USR_001","BIL_014",16,18,2,17,18,2,3,"관악구"
1455969,19803223,"2019-03-18 16:56:38","ST-62","19B00900004934","ST-62","2019-03-18 17:38:41",41,1230,"AGE_004","USR_001","BIL_014",16,18,2,17,18,2,3,"영등포구"
1456000,19803256,"2019-03-18 17:26:23","ST-97","19B0080000373E","ST-1660","2019-03-18 17:39:24",12,1050,"AGE_002","USR_001","BIL_012",17,18,2,17,18,2,3,"광진구"
1456026,19803285,"2019-03-18 17:34:12","ST-91","19B00800003203","ST-95","2019-03-18 17:40:02",5,650,"AGE_002","USR_001","BIL_001",17,18,2,17,18,2,3,"마포구"
1456110,19803375,"2019-03-18 16:12:35","ST-611","19B00800003FEE","ST-1426","2019-03-18 17:41:47",88,3630,"AGE_003","USR_001","BIL_015",16,18,2,17,18,2,3,"노원구"
1456160,19803432,"2019-03-18 17:18:07","ST-66","19B0070000162B","ST-11","2019-03-18 17:43:06",24,4890,"AGE_002","USR_001","BIL_004",17,18,2,17,18,2,3,"영등포구"
1456202,19803478,"2019-03-18 17:39:51","ST-987","19B00800003652","ST-1660","2019-03-18 17:44:13",4,660,"AGE_002","USR_001","BIL_014",17,18,2,17,18,2,3,"광진구"
1456295,19803585,"2019-03-18 17:05:43","ST-724","19B00700001270","ST-669","2019-03-18 17:46:10",39,5620,"AGE_003","USR_001","BIL_014",17,18,2,17,18,2,3,"관악구"
1456349,19803646,"2019-03-18 17:36:58","ST-742","19B008000044AD","ST-1314","2019-03-18 17:47:24",10,1890,"AGE_005","USR_001","BIL_015",17,18,2,17,18,2,3,"서초구"
1456429,19803734,"2019-03-18 17:37:34","ST-599","19B00900004603","ST-568","2019-03-18 17:48:56",11,1510,"AGE_003","USR_001","BIL_004",17,18,2,17,18,2,3,"중랑구"
1456484,19803794,"2019-03-18 17:22:02","ST-1639","19B00800002F17","ST-736","2019-03-18 17:50:03",25,3410,"AGE_005","USR_001","BIL_014",17,18,2,17,18,2,3,"노원구"
1456701,19804026,"2019-03-18 17:46:07","ST-56","19B0080000339D","ST-1321","2019-03-18 17:54:28",8,1460,"AGE_003","USR_001","BIL_006",17,18,2,17,18,2,3,"영등포구"
1456931,19804292,"2019-03-18 17:51:55","ST-60","19B0070000085B","ST-1319","2019-03-18 17:59:59",7,1460,"AGE_003","USR_001","BIL_005",17,18,2,17,18,2,3,"영등포구"
1456967,19804335,"2019-03-18 17:32:03","ST-360","19B00800002D7B","ST-1170","2019-03-18 18:00:44",28,4190,"AGE_002","USR_001","BIL_004",17,18,2,18,18,2,3,"성동구"
1457151,19804547,"2019-03-18 17:52:36","ST-1671","19B008000019B1","ST-1671","2019-03-18 18:04:50",11,1320,"AGE_002","USR_001","BIL_015",17,18,2,18,18,2,3,"동대문구"
1457201,19804605,"2019-03-18 17:34:15","ST-1491","19B008000041F6","ST-1643","2019-03-18 18:05:47",31,3510,"AGE_003","USR_001","BIL_014",17,18,2,18,18,2,3,"서대문구"
1457398,19804836,"2019-03-18 17:50:52","ST-1105","19B00600000506","ST-1109","2019-03-18 18:09:55",18,2820,"AGE_002","USR_001","BIL_014",17,18,2,18,18,2,3,"강북구"
1457676,19805167,"2019-03-18 18:05:24","ST-1474","19B008000033E9","ST-603","2019-03-18 18:14:44",8,900,"AGE_002","USR_001","BIL_004",18,18,2,18,18,2,3,"노원구"
1457718,19805214,"2019-03-18 18:13:03","ST-366","19B00800002853","ST-366","2019-03-18 18:15:33",2,280,"AGE_002","USR_001","BIL_005",18,18,2,18,18,2,3,"성동구"
1457927,19805448,"2019-03-18 18:03:56","ST-1149","19B009000046B8","ST-660","2019-03-18 18:18:51",14,2660,"AGE_002","USR_001","BIL_004",18,18,2,18,18,2,3,"금천구"
1457954,19805478,"2019-03-18 17:06:27","ST-792","19B009000048D8","ST-792","2019-03-18 18:19:08",72,14460,"AGE_005","USR_001","BIL_014",17,18,2,18,18,2,3,"강남구"
1458118,19805674,"2019-03-18 18:06:30","ST-403","19B00800003BEE","ST-1334","2019-03-18 18:21:50",14,3080,"AGE_003","USR_001","BIL_004",18,18,2,18,18,2,3,"동대문구"
1458144,19805703,"2019-03-18 18:09:59","ST-288","19B0080000239C","ST-289","2019-03-18 18:22:11",11,1580,"AGE_003","USR_001","BIL_004",18,18,2,18,18,2,3,"영등포구"
1458211,19805778,"2019-03-18 18:13:50","ST-70","19B00800001EE6","ST-307","2019-03-18 18:23:10",8,1030,"AGE_004","USR_001","BIL_002",18,18,2,18,18,2,3,"영등포구"
1458490,19806078,"2019-03-18 18:01:51","ST-1678","19B00900004849","ST-934","2019-03-18 18:26:48",24,4760,"AGE_003","USR_001","BIL_004",18,18,2,18,18,2,3,"관악구"
1458540,19806138,"2019-03-18 18:08:02","ST-53","19B0080000404A","ST-278","2019-03-18 18:27:40",19,4090,"AGE_004","USR_001","BIL_005",18,18,2,18,18,2,3,"영등포구"
1458613,19806219,"2019-03-18 17:25:01","ST-1000","19B00700000E2B","ST-1000","2019-03-18 18:28:39",63,12700,"AGE_002","USR_001","BIL_006",17,18,2,18,18,2,3,"양천구"
1458690,19806305,"2019-03-18 18:12:34","ST-1165","19B008000033B7","ST-1311","2019-03-18 18:29:42",16,2890,"AGE_004","USR_001","BIL_004",18,18,2,18,18,2,3,"서초구"
1458704,19806319,"2019-03-18 18:16:55","ST-111","19B008000043B0","ST-364","2019-03-18 18:29:54",12,1680,"AGE_002","USR_001","BIL_005",18,18,2,18,18,2,3,"성동구"
1458712,19806327,"2019-03-18 17:40:41","ST-204","19B00800003E11","ST-1249","2019-03-18 18:30:02",48,11800,"AGE_004","USR_001","BIL_015",17,18,2,18,18,2,3,"마포구"
1458746,19806365,"2019-03-18 18:10:29","ST-936","19B00800002491","ST-1678","2019-03-18 18:30:36",18,5130,"AGE_002","USR_001","BIL_002",18,18,2,18,18,2,3,"구로구"
1458899,19806537,"2019-03-18 17:49:29","ST-985","19B00800003520","ST-561","2019-03-18 18:32:37",42,6070,"AGE_002","USR_001","BIL_002",17,18,2,18,18,2,3,"광진구"
1458911,19806553,"2019-03-18 17:37:53","ST-442","19B00800002173","ST-442","2019-03-18 18:32:52",53,5400,"AGE_002","USR_001","BIL_006",17,18,2,18,18,2,3,"용산구"
1458939,19806582,"2019-03-18 17:58:39","ST-442","19B00700000A04","ST-241","2019-03-18 18:33:13",34,7470,"AGE_008","USR_002","BIL_007",17,18,2,18,18,2,3,"용산구"
1459061,19806720,"2019-03-18 18:31:34","ST-94","19B009000045AF","ST-95","2019-03-18 18:34:54",2,390,"AGE_003","USR_001","BIL_015",18,18,2,18,18,2,3,"마포구"
1459294,19806973,"2019-03-18 18:07:03","ST-50","19B00800003C79","ST-18","2019-03-18 18:38:12",30,4810,"AGE_002","USR_001","BIL_002",18,18,2,18,18,2,3,"영등포구"
1459346,19807037,"2019-03-18 18:35:01","ST-413","19B00800004359","ST-280","2019-03-18 18:38:49",3,480,"AGE_002","USR_001","BIL_014",18,18,2,18,18,2,3,"영등포구"
1459377,19807071,"2019-03-18 18:24:05","ST-668","19B00800001C5D","ST-1273","2019-03-18 18:39:09",14,3320,"AGE_002","USR_001","BIL_002",18,18,2,18,18,2,3,"구로구"
1459475,19807180,"2019-03-18 17:51:03","ST-206","19B00800001D3E","ST-763","2019-03-18 18:40:30",48,10980,"AGE_005","USR_001","BIL_015",17,18,2,18,18,2,3,"마포구"
